	BioProject	BioSample	Body_Site	project	base_media	treatment	growth_phase	isolate	reference_condition	skip	OD-600	NOTES	InsertDev	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	LibraryStrategy	Manual Strain	Model	Platform	Project	ProjectID	ReleaseDate	Run	SRAStudy	Sample	ScientificName	Submission	TaxID	class_tax_id	species	species_tax_id	strain_tax_id	R1	R2	Swift	Treatment	full_name	passed_fastqc	passed_global_correlation	passed_number_replicates	passed_reads_mapped_to_CDS	passed_similar_replicates	condition_name	project_name	CenterName	Notes	SRA ID	Biosample	GEO Series	GEO Sample	PMID	passed_replicate_correlations	genetic_changes	name	condition
SRX7088365	PRJNA587170	SAMN13182539		loratadine	TSB	Loratadine	exp	FPR3757	Control			FPR3757	0	0	PAIRED	other	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 2500	ILLUMINA		587170	11/2/2019 2:12	SRR10387630	SRP228015	SRS5602502	Staphylococcus aureus	SRA988803	1280	91061	Staphylococcus aureus	1280	1280					loratadine:TSB:Loratadine:Exponential:FPR3757:WT	True	True		True											True	WT		TSB;Loratadine;exp;FPR3757;WT
SRX7125364	PRJNA588277	SAMN13240579		vaginal colonization	TSB	Control	exp	LAC	Control			LAC	0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	USA300	NextSeq 500	ILLUMINA		588277	1/31/2020 0:00	SRR10429325	SRP229518	SRS5634972	Staphylococcus aureus	SRA994090	1280	91061	Staphylococcus aureus	1280	1280					vaginal colonization:TSB:Control:Exponential:LAC:WT	True	True		True				UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS							True	WT		TSB;Control;exp;LAC;WT
SRX7125365	PRJNA588277	SAMN13240579		vaginal colonization	TSB	Control	exp	LAC	Control			LAC	0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	USA300	NextSeq 500	ILLUMINA		588277	1/31/2020 0:00	SRR10429324	SRP229518	SRS5634972	Staphylococcus aureus	SRA994090	1280	91061	Staphylococcus aureus	1280	1280					vaginal colonization:TSB:Control:Exponential:LAC:WT	True	True		True				UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS							True	WT		TSB;Control;exp;LAC;WT
SRX7125366	PRJNA588277	SAMN13240579		vaginal colonization	Infection	Day2	infection	LAC	Control			LAC	0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	USA300	NextSeq 500	ILLUMINA		588277	1/31/2020 0:00	SRR10429323	SRP229518	SRS5634972	Staphylococcus aureus	SRA994090	1280	91061	Staphylococcus aureus	1280	1280					vaginal colonization:Infection:Day2:Infection:LAC:WT	True	True		True				UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS							True	WT		Infection;Day2;infection;LAC;WT
SRX7125367	PRJNA588277	SAMN13240579		vaginal colonization	Infection	Day3	infection	LAC	Control			LAC	0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	USA300	NextSeq 500	ILLUMINA		588277	1/31/2020 0:00	SRR10429322	SRP229518	SRS5634972	Staphylococcus aureus	SRA994090	1280	91061	Staphylococcus aureus	1280	1280					vaginal colonization:Infection:Day3:Infection:LAC:WT	True	True		True				UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS							True	WT		Infection;Day3;infection;LAC;WT
SRX7125368	PRJNA588277	SAMN13240579		vaginal colonization	TSB	Control	exp	LAC	Control			LAC	0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	USA300	NextSeq 500	ILLUMINA		588277	1/31/2020 0:00	SRR10429321	SRP229518	SRS5634972	Staphylococcus aureus	SRA994090	1280	91061	Staphylococcus aureus	1280	1280					vaginal colonization:TSB:Control:Exponential:LAC:WT	True	True		True				UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS							True	WT		TSB;Control;exp;LAC;WT
SRX7125373	PRJNA588277	SAMN13240579		vaginal colonization	Infection	Day2	infection	LAC	Control			LAC	0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	USA300	NextSeq 500	ILLUMINA		588277	1/31/2020 0:00	SRR10429316	SRP229518	SRS5634972	Staphylococcus aureus	SRA994090	1280	91061	Staphylococcus aureus	1280	1280					vaginal colonization:Infection:Day2:Infection:LAC:WT	True	True		True				UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS							True	WT		Infection;Day2;infection;LAC;WT
SRX7125374	PRJNA588277	SAMN13240579		vaginal colonization	Infection	Day3	infection	LAC	Control			LAC	0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	USA300	NextSeq 500	ILLUMINA		588277	1/31/2020 0:00	SRR10429315	SRP229518	SRS5634972	Staphylococcus aureus	SRA994090	1280	91061	Staphylococcus aureus	1280	1280					vaginal colonization:Infection:Day3:Infection:LAC:WT	True	True		True				UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS							True	WT		Infection;Day3;infection;LAC;WT
SRX7136561	PRJNA589524	SAMN13282973		codY sRNome	Unknown	Control	unknown	Unknown	Control			No isolate information	0	0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 2500	ILLUMINA		589524	11/15/2019 17:24	SRR10441824	SRP229778	SRS5645371	Staphylococcus aureus	SRA995654	1280	91061	Staphylococcus aureus	1280	1280					codY sRNome:Unknown:Control:Unknown:Unknown:WT	True	True		True											True	WT		Unknown;Control;unknown;Unknown;WT
SRX7136562	PRJNA589524	SAMN13282973		codY sRNome	Unknown	Control	unknown	Unknown	Control			No isolate information	0	0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 2500	ILLUMINA		589524	11/15/2019 17:24	SRR10441823	SRP229778	SRS5645371	Staphylococcus aureus	SRA995654	1280	91061	Staphylococcus aureus	1280	1280					codY sRNome:Unknown:Control:Unknown:Unknown:WT	True	True		True											True	WT		Unknown;Control;unknown;Unknown;WT
SRX7136563	PRJNA589524	SAMN13282973		codY sRNome	Unknown	Control	unknown	Unknown	Control			No isolate information	0	0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 2500	ILLUMINA		589524	11/15/2019 17:24	SRR10441822	SRP229778	SRS5645371	Staphylococcus aureus	SRA995654	1280	91061	Staphylococcus aureus	1280	1280					codY sRNome:Unknown:Control:Unknown:Unknown:WT	True	True		True											True	WT		Unknown;Control;unknown;Unknown;WT
SRX7136564	PRJNA589524	SAMN13282974		codY sRNome	Unknown	Mutant	unknown	Unknown	Control			No isolate information	0	0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 2500	ILLUMINA		589524	11/15/2019 17:24	SRR10441821	SRP229778	SRS5645372	Staphylococcus aureus	SRA995654	1280	91061	Staphylococcus aureus	1280	1280					codY sRNome:Unknown:Mutant:Unknown:Unknown:delta-CodY	True	True		True											True	delta-CodY		Unknown;Mutant;unknown;Unknown;delta-CodY
SRX7136565	PRJNA589524	SAMN13282974		codY sRNome	Unknown	Mutant	unknown	Unknown	Control			No isolate information	0	0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 2500	ILLUMINA		589524	11/15/2019 17:24	SRR10441820	SRP229778	SRS5645372	Staphylococcus aureus	SRA995654	1280	91061	Staphylococcus aureus	1280	1280					codY sRNome:Unknown:Mutant:Unknown:Unknown:delta-CodY	True	True		True											True	delta-CodY		Unknown;Mutant;unknown;Unknown;delta-CodY
SRX7136566	PRJNA589524	SAMN13282974		codY sRNome	Unknown	Mutant	unknown	Unknown	Control			No isolate information	0	0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 2500	ILLUMINA		589524	11/15/2019 17:24	SRR10441819	SRP229778	SRS5645372	Staphylococcus aureus	SRA995654	1280	91061	Staphylococcus aureus	1280	1280					codY sRNome:Unknown:Mutant:Unknown:Unknown:delta-CodY	True	True		True											True	delta-CodY		Unknown;Mutant;unknown;Unknown;delta-CodY
SRX8049163	PRJNA622829	SAMN14530238		persistence	DMEM	Control	exp	USA300_JE2	Control				0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	Cowan-CI	622829	2/12/2021 18:06	SRR11472932	SRP255083	SRS6420404	Staphylococcus aureus	SRA1061999	1280	91061	Staphylococcus aureus	1280	1280					persistence:DMEM:Control:Exponential:USA300_JE2:CI	True	True		True				GEO		10491072	14530238	GSE148024	GSM4452429	33574060	True	CI		DMEM;Control;exp;USA300_JE2;CI
SRX8049164	PRJNA622829	SAMN14530237		persistence	DMEM	Control	exp	USA300_JE2	Control				0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	Cowan-CI	622829	2/12/2021 18:06	SRR11472933	SRP255083	SRS6420405	Staphylococcus aureus	SRA1061999	1280	91061	Staphylococcus aureus	1280	1280					persistence:DMEM:Control:Exponential:USA300_JE2:CI	True	True		True				GEO		10491073	14530237	GSE148024	GSM4452430	33574060	True	CI		DMEM;Control;exp;USA300_JE2;CI
SRX8049165	PRJNA622829	SAMN14530236		persistence	DMEM	Control	exp	USA300_JE2	Control				0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	Cowan-CI	622829	2/12/2021 18:06	SRR11472934	SRP255083	SRS6420406	Staphylococcus aureus	SRA1061999	1280	91061	Staphylococcus aureus	1280	1280					persistence:DMEM:Control:Exponential:USA300_JE2:CI	True	True		True				GEO		10491074	14530236	GSE148024	GSM4452431	33574060	True	CI		DMEM;Control;exp;USA300_JE2;CI
SRX8049166	PRJNA622829	SAMN14530235		persistence	DMEM	pH 5.5	exp	USA300_JE2	Control				0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	Cowan-CI	622829	2/12/2021 18:06	SRR11472935	SRP255083	SRS6420407	Staphylococcus aureus	SRA1061999	1280	91061	Staphylococcus aureus	1280	1280					persistence:DMEM:pH 5.5:Exponential:USA300_JE2:CI	True	True		True				GEO		10491075	14530235	GSE148024	GSM4452432	33574060	True	CI		DMEM;pH 5.5;exp;USA300_JE2;CI
SRX8049167	PRJNA622829	SAMN14530234		persistence	DMEM	pH 5.5	exp	USA300_JE2	Control				0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	Cowan-CI	622829	2/12/2021 18:06	SRR11472936	SRP255083	SRS6420408	Staphylococcus aureus	SRA1061999	1280	91061	Staphylococcus aureus	1280	1280					persistence:DMEM:pH 5.5:Exponential:USA300_JE2:CI	True	True		True				GEO		10491076	14530234	GSE148024	GSM4452433	33574060	True	CI		DMEM;pH 5.5;exp;USA300_JE2;CI
SRX8049168	PRJNA622829	SAMN14530233		persistence	DMEM	pH 5.5	exp	USA300_JE2	Control				0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	Cowan-CI	622829	2/12/2021 18:06	SRR11472937	SRP255083	SRS6420409	Staphylococcus aureus	SRA1061999	1280	91061	Staphylococcus aureus	1280	1280					persistence:DMEM:pH 5.5:Exponential:USA300_JE2:CI	True	True		True				GEO		10491077	14530233	GSE148024	GSM4452434	33574060	True	CI		DMEM;pH 5.5;exp;USA300_JE2;CI
SRX8164260	PRJNA627678	SAMN14679977		vancomycin ALE	CA-MHB	Control	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597430	SRP258115	SRS6525508	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:Control:Exponential:TCH1516:WT	True	True		True											True	WT		CA-MHB;Control;exp;TCH1516;WT
SRX8164261	PRJNA627678	SAMN14679976		vancomycin ALE	CA-MHB	Control	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597431	SRP258115	SRS6525509	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:Control:Exponential:TCH1516:WT	True	True		True											True	WT		CA-MHB;Control;exp;TCH1516;WT
SRX8164262	PRJNA627678	SAMN14679975		vancomycin ALE	CA-MHB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597432	SRP258115	SRS6525510	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:None:Exponential:TCH1516:SVAM-A3	True	True		True											True	SVAM-A3		CA-MHB;None;exp;TCH1516;SVAM-A3
SRX8164263	PRJNA627678	SAMN14679974		vancomycin ALE	CA-MHB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597433	SRP258115	SRS6525511	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:None:Exponential:TCH1516:SVAM-A3	True	True		True											True	SVAM-A3		CA-MHB;None;exp;TCH1516;SVAM-A3
SRX8164264	PRJNA627678	SAMN14679973		vancomycin ALE	CA-MHB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597434	SRP258115	SRS6525512	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:None:Exponential:TCH1516:STM3	True	True		True											True	STM3		CA-MHB;None;exp;TCH1516;STM3
SRX8164265	PRJNA627678	SAMN14679972		vancomycin ALE	CA-MHB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597435	SRP258115	SRS6525513	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:None:Exponential:TCH1516:STM3	True	True		True											True	STM3		CA-MHB;None;exp;TCH1516;STM3
SRX8164266	PRJNA627678	SAMN14679971		vancomycin ALE	CA-MHB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597436	SRP258115	SRS6525514	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:None:Exponential:TCH1516:SVAM-A9	True	True		True											True	SVAM-A9		CA-MHB;None;exp;TCH1516;SVAM-A9
SRX8164267	PRJNA627678	SAMN14679970		vancomycin ALE	CA-MHB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597437	SRP258115	SRS6525515	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:None:Exponential:TCH1516:SVAM-A9	True	True		True											True	SVAM-A9		CA-MHB;None;exp;TCH1516;SVAM-A9
SRX8164268	PRJNA627678	SAMN14680007		vancomycin ALE	CA-MHB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597438	SRP258115	SRS6525516	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:None:Exponential:TCH1516:SVAM-A10	True	True		True											True	SVAM-A10		CA-MHB;None;exp;TCH1516;SVAM-A10
SRX8164269	PRJNA627678	SAMN14680006		vancomycin ALE	CA-MHB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597439	SRP258115	SRS6525518	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:None:Exponential:TCH1516:SVAM-A10	True	True		True											True	SVAM-A10		CA-MHB;None;exp;TCH1516;SVAM-A10
SRX8164270	PRJNA627678	SAMN14680005		vancomycin ALE	CA-MHB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597440	SRP258115	SRS6525517	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:None:Exponential:TCH1516:SVAM-A12	True	True		True											True	SVAM-A12		CA-MHB;None;exp;TCH1516;SVAM-A12
SRX8164271	PRJNA627678	SAMN14680004		vancomycin ALE	CA-MHB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597441	SRP258115	SRS6527176	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:None:Exponential:TCH1516:SVAM-A12	True	True		True											True	SVAM-A12		CA-MHB;None;exp;TCH1516;SVAM-A12
SRX8164284	PRJNA627678	SAMN14680050		vancomycin ALE	RPMI+10%LB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597454	SRP258115	SRS6525531	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:None:Exponential:TCH1516:WT	True	True		True											True	WT		RPMI+10%LB;None;exp;TCH1516;WT
SRX8164285	PRJNA627678	SAMN14680049		vancomycin ALE	RPMI+10%LB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597455	SRP258115	SRS6525530	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:None:Exponential:TCH1516:WT	True	True		True											True	WT		RPMI+10%LB;None;exp;TCH1516;WT
SRX8164286	PRJNA627678	SAMN14680048		vancomycin ALE	RPMI+10%LB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597456	SRP258115	SRS6525532	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:None:Exponential:TCH1516:SVAR-A2	True	True		True											True	SVAR-A2		RPMI+10%LB;None;exp;TCH1516;SVAR-A2
SRX8164287	PRJNA627678	SAMN14680047		vancomycin ALE	RPMI+10%LB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597457	SRP258115	SRS6525534	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:None:Exponential:TCH1516:SVAR-A2	True	True		True											True	SVAR-A2		RPMI+10%LB;None;exp;TCH1516;SVAR-A2
SRX8164288	PRJNA627678	SAMN14680046		vancomycin ALE	RPMI+10%LB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597458	SRP258115	SRS6525535	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:None:Exponential:TCH1516:SVAR-A3	True	True		True											True	SVAR-A3		RPMI+10%LB;None;exp;TCH1516;SVAR-A3
SRX8164289	PRJNA627678	SAMN14680045		vancomycin ALE	RPMI+10%LB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597459	SRP258115	SRS6527177	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:None:Exponential:TCH1516:SVAR-A3	True	True		True											True	SVAR-A3		RPMI+10%LB;None;exp;TCH1516;SVAR-A3
SRX8164290	PRJNA627678	SAMN14680044		vancomycin ALE	RPMI+10%LB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597460	SRP258115	SRS6527178	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:None:Exponential:TCH1516:STR1	True	True		True											True	STR1		RPMI+10%LB;None;exp;TCH1516;STR1
SRX8164291	PRJNA627678	SAMN14680043		vancomycin ALE	RPMI+10%LB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597461	SRP258115	SRS6527179	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:None:Exponential:TCH1516:STR1	True	True		True											True	STR1		RPMI+10%LB;None;exp;TCH1516;STR1
SRX8164292	PRJNA627678	SAMN14680042		vancomycin ALE	RPMI+10%LB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597462	SRP258115	SRS6527180	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:None:Exponential:TCH1516:SVAR-A4	True	True		True											True	SVAR-A4		RPMI+10%LB;None;exp;TCH1516;SVAR-A4
SRX8164293	PRJNA627678	SAMN14680041		vancomycin ALE	RPMI+10%LB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597415	SRP258115	SRS6525493	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:None:Exponential:TCH1516:SVAR-A4	True	True		True											True	SVAR-A4		RPMI+10%LB;None;exp;TCH1516;SVAR-A4
SRX8164294	PRJNA627678	SAMN14680040		vancomycin ALE	RPMI+10%LB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597416	SRP258115	SRS6525495	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:None:Exponential:TCH1516:SVAR-A5	True	True		True											True	SVAR-A5		RPMI+10%LB;None;exp;TCH1516;SVAR-A5
SRX8164295	PRJNA627678	SAMN14680039		vancomycin ALE	RPMI+10%LB	None	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597417	SRP258115	SRS6525494	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:RPMI+10%LB:None:Exponential:TCH1516:SVAR-A5	True	True		True											True	SVAR-A5		RPMI+10%LB;None;exp;TCH1516;SVAR-A5
SRX8164272	PRJNA627678	SAMN14680003		vancomycin ALE	CA-MHB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597442	SRP258115	SRS6525520	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:WT	True	True		True											True	WT		CA-MHB;Vancomycin;exp;TCH1516;WT
SRX8164273	PRJNA627678	SAMN14680002		vancomycin ALE	CA-MHB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597443	SRP258115	SRS6525519	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:WT	True	True		True											True	WT		CA-MHB;Vancomycin;exp;TCH1516;WT
SRX8164274	PRJNA627678	SAMN14680001		vancomycin ALE	CA-MHB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597444	SRP258115	SRS6525521	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:SVAM-A3	True	True		True											True	SVAM-A3		CA-MHB;Vancomycin;exp;TCH1516;SVAM-A3
SRX8164275	PRJNA627678	SAMN14680000		vancomycin ALE	CA-MHB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597445	SRP258115	SRS6525524	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:SVAM-A3	True	True		True											True	SVAM-A3		CA-MHB;Vancomycin;exp;TCH1516;SVAM-A3
SRX8164276	PRJNA627678	SAMN14679999		vancomycin ALE	CA-MHB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597446	SRP258115	SRS6525522	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:STM3	True	True		True											True	STM3		CA-MHB;Vancomycin;exp;TCH1516;STM3
SRX8164277	PRJNA627678	SAMN14679998		vancomycin ALE	CA-MHB	Vancomycin	exp	TCH1516	Control			Vanc ALE	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300	Illumina HiSeq 4000	ILLUMINA	PRJNA627678	627678	4/24/2020 17:03	SRR11597447	SRP258115	SRS6525523	Staphylococcus aureus	SRA1068282	1280									vancomycin ALE:CA-MHB:Vancomycin:Exponential:TCH1516:STM3	True	True		True											True	STM3		CA-MHB;Vancomycin;exp;TCH1516;STM3
