Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
DRX078128	DRR084297	2019-01-18 13:27:39	2019-01-18 13:35:48	27531360	991128960	0	36	679		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR084297/DRR084297.1	39_pM1-3-RNAseq	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	DRP004744	PRJDB5480		515997	DRS086097	SAMD00073711	simple	1280	Staphylococcus aureus	SAMD00073711							no					UT_GSPS	DRA005494		public	B615F9E518311483D2707C9C53A8F2EC	F2864E6691F25E79761342970C58B415		
DRX078129	DRR084298	2019-01-18 13:27:39	2019-01-18 13:37:45	20055772	722007792	0	36	495		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR084298/DRR084298.1	40_NI-13-1-RNAseq	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	DRP004744	PRJDB5480		515997	DRS086098	SAMD00073712	simple	1280	Staphylococcus aureus	SAMD00073712							no					UT_GSPS	DRA005494		public	4C0F98BD6C786776AE41F12AF3559A80	2CB10AC1BFD8323C14969A0201CF9FC7		
DRX078130	DRR084299	2019-01-18 13:27:39	2019-01-18 13:37:24	30660836	1103790096	0	36	814		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR084299/DRR084299.1	41_NI13D-1-RNAseq	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	DRP004744	PRJDB5480		515997	DRS086099	SAMD00073713	simple	1280	Staphylococcus aureus	SAMD00073713							no					UT_GSPS	DRA005494		public	D03F313BDD5EFF7A5C713BE53618580E	37DF0F53B5F01FD078183CEC228F49DE		
DRX078131	DRR084300	2019-01-18 13:27:39	2019-01-18 13:34:44	16400275	590409900	0	36	435		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR084300/DRR084300.1	42_SR-1-1-RNAseq	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	DRP004744	PRJDB5480		515997	DRS086100	SAMD00073714	simple	1280	Staphylococcus aureus	SAMD00073714							no					UT_GSPS	DRA005494		public	CCB562021E0B33B4352E9F734EA1F477	B306DF11B2EF72150B7E0F5433C30271		
DRX078132	DRR084301	2019-01-18 13:27:39	2019-01-18 13:37:44	15362524	553050864	0	36	407		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR084301/DRR084301.1	43_SR-1D-1-RNAseq	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	DRP004744	PRJDB5480		515997	DRS086101	SAMD00073715	simple	1280	Staphylococcus aureus	SAMD00073715							no					UT_GSPS	DRA005494		public	762D6B4E4C0C3D9C61BF8B36DD9B27FE	7B317F6CB93FD5443971944BEDFFCD19		
DRX078133	DRR084302	2019-01-18 13:27:39	2019-01-18 13:35:11	31332128	1127956608	0	36	833		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR084302/DRR084302.1	44_NI-13-2-RNAseq	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	DRP004744	PRJDB5480		515997	DRS086102	SAMD00073716	simple	1280	Staphylococcus aureus	SAMD00073716							no					UT_GSPS	DRA005494		public	B803B99C64FD8FF34EC6418E91043B2D	0DB9ADA17EB6518D9E00A15FE1A89FEE		
DRX078134	DRR084303	2019-01-18 13:27:39	2019-01-18 13:38:11	15647747	563318892	0	36	415		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR084303/DRR084303.1	45_NI-13D-2-RNAseq	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	DRP004744	PRJDB5480		515997	DRS086103	SAMD00073717	simple	1280	Staphylococcus aureus	SAMD00073717							no					UT_GSPS	DRA005494		public	DF97D68D95858904324B03C0CD7D3178	57FFF91472E2FF76A30062FFC83E60CE		
DRX078135	DRR084304	2019-01-18 13:27:39	2019-01-18 13:38:25	14501556	522056016	0	36	384		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR084304/DRR084304.1	46_SR-1-2-RNAseq	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	DRP004744	PRJDB5480		515997	DRS086104	SAMD00073718	simple	1280	Staphylococcus aureus	SAMD00073718							no					UT_GSPS	DRA005494		public	8F98F149C393DE68B2D3802845682753	27D88AF7C0EDC388DC20171CF6E853C7		
DRX078136	DRR084305	2019-01-18 13:27:39	2019-01-18 13:37:07	40826096	1469739456	0	36	1078		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR084305/DRR084305.1	47_SR-1D-2-RNAseq	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	DRP004744	PRJDB5480		515997	DRS086105	SAMD00073719	simple	1280	Staphylococcus aureus	SAMD00073719							no					UT_GSPS	DRA005494		public	BA20CBE9AF49A32EFA5F32F1AD655C8A	2081E2D986A8AD1B96E2D747D6A3D7A3		
DRX078137	DRR084306	2019-01-18 13:27:39	2019-01-18 13:37:51	15850262	570609432	0	36	422		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR084306/DRR084306.1	48_NI-13-3-RNAseq	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	DRP004744	PRJDB5480		515997	DRS086106	SAMD00073720	simple	1280	Staphylococcus aureus	SAMD00073720							no					UT_GSPS	DRA005494		public	3233CB68CC832289BD13A41771A8BACA	71039E06BC8A7A0458D5E561CD633C57		
DRX078138	DRR084307	2019-01-18 13:27:39	2019-01-18 13:36:05	21197392	763106112	0	36	564		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR084307/DRR084307.1	49_NI-13D-3-RNAseq	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	DRP004744	PRJDB5480		515997	DRS086107	SAMD00073721	simple	1280	Staphylococcus aureus	SAMD00073721							no					UT_GSPS	DRA005494		public	C52075C1703EC5E61008A8F2213AD9A6	E48CB38E75930DEF8C869FCDC8348178		
DRX078139	DRR084308	2019-01-18 13:27:39	2019-01-18 13:35:04	18542846	667542456	0	36	492		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR084308/DRR084308.1	50_SR-1-3-RNAseq	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	DRP004744	PRJDB5480		515997	DRS086108	SAMD00073722	simple	1280	Staphylococcus aureus	SAMD00073722							no					UT_GSPS	DRA005494		public	F5C097EF7997F9D904857C9BB84C9518	ACE834246ED1F934F7796DA5DE0F5756		
DRX078140	DRR084309	2019-01-18 13:27:39	2019-01-18 13:37:32	21764701	783529236	0	36	577		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/DRR084309/DRR084309.1	51_SR-1D-3-RNAseq	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	DRP004744	PRJDB5480		515997	DRS086109	SAMD00073723	simple	1280	Staphylococcus aureus	SAMD00073723							no					UT_GSPS	DRA005494		public	84BF46AF9DCA533765271E96840C0A89	CE8B4361E663304776FAAE184728A190		
DRX161304	DRR170692	2019-03-27 16:57:46	2019-06-14 06:23:10	16468893	2486802843	0	151	947		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/DRR170692/DRR170692.1		RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	DRP004927	PRJDB8056	3	529602	DRS091762	SAMD00164374	simple	1280	Staphylococcus aureus	SAMD00164374							no					NIID	DRA008118		public	722A3164BDBAF45C6ACA6500BB1DDA7A	53781DEF32DEF346C852CA58639012D2		
DRX161308	DRR170696	2019-03-27 16:57:46	2019-06-14 06:21:38	11750603	1774341053	0	151	683		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/DRR170696/DRR170696.1		RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	DRP004927	PRJDB8056	3	529602	DRS091764	SAMD00164376	simple	1280	Staphylococcus aureus	SAMD00164376							no					NIID	DRA008118		public	96F5972602B042603D0E1DD595FF98F1	1E085C751563C22C4A1CF0AC99001BE9		
DRX161312	DRR170700	2019-03-27 16:57:47	2019-06-14 08:01:57	23306305	3519252055	0	151	1348		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/DRR170700/DRR170700.1		RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	DRP004927	PRJDB8056	3	529602	DRS091766	SAMD00164378	simple	1280	Staphylococcus aureus	SAMD00164378							no					NIID	DRA008118		public	C7F2C30315B3A51EABC1D877E2F09143	2FAD12522A7B57D8DBEB74A08ACD44B7		
DRX203939	DRR213598	2020-03-04 16:51:26	2020-03-04 16:52:10	488901	277565517	488901	567	141		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/DRR213598/DRR213598.1	Tanit/Watanabe	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	1000	0	ILLUMINA	Illumina MiSeq	DRP005884	PRJDB9388		610546	DRS125392	SAMD00207996	simple	1280	Staphylococcus aureus	SAMD00207996							no					JICHI_MED	DRA009727		public	51895A817AF08EF90B3D6658F6406C0F	7F7BB97DC33CC5D61E006772FADBEB4F		
DRX203940	DRR213599	2020-03-04 16:51:26	2020-03-04 16:52:03	607266	351764165	607266	579	188		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/DRR213599/DRR213599.1	Tanit/Watanabe	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	1000	0	ILLUMINA	Illumina MiSeq	DRP005884	PRJDB9388		610546	DRS125393	SAMD00207997	simple	1280	Staphylococcus aureus	SAMD00207997							no					JICHI_MED	DRA009727		public	23C6AEBF1606D671EC8B5BC6B18E8FD9	6237B1F1FD138854E5296C4B08DCF70B		
DRX203941	DRR213600	2020-03-04 16:51:26	2020-03-04 16:51:55	470819	268427001	470819	570	138		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/DRR213600/DRR213600.1	Tanit/Watanabe	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	1000	0	ILLUMINA	Illumina MiSeq	DRP005884	PRJDB9388		610546	DRS125394	SAMD00207998	simple	1280	Staphylococcus aureus	SAMD00207998							no					JICHI_MED	DRA009727		public	768492246FA247CE320A8EBAC1F0E2B9	4A9A7B412318BB31BDE9EA37F7791734		
DRX203942	DRR213601	2020-03-04 16:51:26	2020-03-04 16:52:06	327708	190726437	327708	582	103		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/DRR213601/DRR213601.1	Tanit/Watanabe	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	1000	0	ILLUMINA	Illumina MiSeq	DRP005884	PRJDB9388		610546	DRS125395	SAMD00207999	simple	1280	Staphylococcus aureus	SAMD00207999							no					JICHI_MED	DRA009727		public	431E6A2BF1432519F4B0D609FEACD112	BF5BF7DB64A5135B6EC0573D12BEFAC1		
DRX203943	DRR213602	2020-03-04 16:51:26	2020-03-04 16:51:56	666097	362284392	666097	543	177		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/DRR213602/DRR213602.1	Tanit/Watanabe	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	1000	0	ILLUMINA	Illumina MiSeq	DRP005884	PRJDB9388		610546	DRS125396	SAMD00208000	simple	1280	Staphylococcus aureus	SAMD00208000							no					JICHI_MED	DRA009727		public	B8DF08BB8BB5359ABD6515ED631D8E08	62135C1FC6818993139C86C9FFFC1062		
DRX203944	DRR213603	2020-03-04 16:51:26	2020-03-04 16:52:11	947461	519865954	947461	548	257		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/DRR213603/DRR213603.1	Tanit/Watanabe	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	1000	0	ILLUMINA	Illumina MiSeq	DRP005884	PRJDB9388		610546	DRS125397	SAMD00208001	simple	1280	Staphylococcus aureus	SAMD00208001							no					JICHI_MED	DRA009727		public	0C4283C6A14FA5304A6CA68D3304C9DC	54D0D9E55C4A5CCF9767162B443FFA4D		
DRX203945	DRR213604	2020-03-04 16:51:26	2020-03-04 16:52:07	702529	395366286	702529	562	198		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/DRR213604/DRR213604.1	Tanit/Watanabe	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	1000	0	ILLUMINA	Illumina MiSeq	DRP005884	PRJDB9388		610546	DRS125398	SAMD00208002	simple	1280	Staphylococcus aureus	SAMD00208002							no					JICHI_MED	DRA009727		public	60ABA2ACF8ADCFC1CE7658ECCC9AF97C	A488842E7F2FCF23B50BF0C595051018		
DRX203946	DRR213605	2020-03-04 16:51:26	2020-03-04 16:52:09	565415	316273997	565415	559	162		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/DRR213605/DRR213605.1	Tanit/Watanabe	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	1000	0	ILLUMINA	Illumina MiSeq	DRP005884	PRJDB9388		610546	DRS125399	SAMD00208003	simple	1280	Staphylococcus aureus	SAMD00208003							no					JICHI_MED	DRA009727		public	965BD9ED0A30B28CF6C0C517BF6AF669	DB55D8B8EAD3E573A990159F6BA7949A		
DRX203947	DRR213606	2020-03-04 16:51:26	2020-03-04 16:51:58	430776	251196691	430776	583	135		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/DRR213606/DRR213606.1	Tanit/Watanabe	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	1000	0	ILLUMINA	Illumina MiSeq	DRP005884	PRJDB9388		610546	DRS125400	SAMD00208004	simple	1280	Staphylococcus aureus	SAMD00208004							no					JICHI_MED	DRA009727		public	6F606D857B50FC564F7345235D6309BE	6EB25AD9537C3488046F19622B3BF1CF		
DRX203948	DRR213607	2020-03-04 16:51:26	2020-03-04 16:52:09	324091	186163805	324091	574	98		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/DRR213607/DRR213607.1	Tanit/Watanabe	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	1000	0	ILLUMINA	Illumina MiSeq	DRP005884	PRJDB9388		610546	DRS125401	SAMD00208005	simple	1280	Staphylococcus aureus	SAMD00208005							no					JICHI_MED	DRA009727		public	8B882EEFC04E478290F14B001A091B51	57BA3E30424C0E330200C428148272AC		
DRX203949	DRR213608	2020-03-04 16:51:26	2020-03-04 16:52:09	521635	295304965	521635	566	148		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/DRR213608/DRR213608.1	Tanit/Watanabe	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	1000	0	ILLUMINA	Illumina MiSeq	DRP005884	PRJDB9388		610546	DRS125402	SAMD00208006	simple	1280	Staphylococcus aureus	SAMD00208006							no					JICHI_MED	DRA009727		public	0928272A99F3C1B0846ADE85DCF9CF46	4F0AA784417C31F705114EACCF62D361		
DRX203950	DRR213609	2020-03-04 16:51:26	2020-03-04 16:52:04	1237378	692767074	1237378	559	341		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/DRR213609/DRR213609.1	Tanit/Watanabe	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	1000	0	ILLUMINA	Illumina MiSeq	DRP005884	PRJDB9388		610546	DRS125403	SAMD00208007	simple	1280	Staphylococcus aureus	SAMD00208007							no					JICHI_MED	DRA009727		public	D25511451AE1D1BEB50F5DAF83E9451D	76387848A92FAC4FC2F41881040EE4F3		
DRX215536	DRR225251	2020-05-11 05:38:08	2020-05-11 06:12:15	22964980	4638925960	22964980	202	1742		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-25/DRR225251/DRR225251.1		RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina HiSeq 2500	DRP006081	PRJDB9767		629502	DRS138491	SAMD00222793	simple	1280	Staphylococcus aureus	SAMD00222793							no					JUNTENDO	DRA010120		public	CD5FCEC1B64C4D93FC5A86D2884BACA5	B0ACC360F9C1B941F2083A1E74CD67F9		
DRX215537	DRR225252	2020-05-11 05:38:08	2020-05-11 06:12:27	22897817	4625359034	22897817	202	1756		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-25/DRR225252/DRR225252.1		RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina HiSeq 2500	DRP006081	PRJDB9767		629502	DRS138492	SAMD00222794	simple	1280	Staphylococcus aureus	SAMD00222794							no					JUNTENDO	DRA010120		public	717D1C47DD318EFFABFAB1E47413D42F	61EBAA60B3ABEFF814AE4186D62B5163		
DRX215538	DRR225253	2020-05-11 05:38:08	2020-05-11 06:16:17	22837810	4613237620	22837810	202	1688		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-25/DRR225253/DRR225253.1		RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina HiSeq 2500	DRP006081	PRJDB9767		629502	DRS138493	SAMD00222795	simple	1280	Staphylococcus aureus	SAMD00222795							no					JUNTENDO	DRA010120		public	053B9017B74B6B385F7E5FA599F2F0E5	C997A454D53CD098A09C5831197A6B83		
DRX215539	DRR225254	2020-05-11 05:38:08	2020-05-11 06:11:49	21457184	4334351168	21457184	202	1597		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-25/DRR225254/DRR225254.1		RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina HiSeq 2500	DRP006081	PRJDB9767		629502	DRS138494	SAMD00222796	simple	1280	Staphylococcus aureus	SAMD00222796							no					JUNTENDO	DRA010120		public	A514408D3E1D6360851B1A27DC868802	340DD8A47A83528141B0253514B8C6AD		
DRX215540	DRR225255	2020-05-11 05:38:08	2020-05-11 06:12:08	22323147	4509275694	22323147	202	1652		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-25/DRR225255/DRR225255.1		RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina HiSeq 2500	DRP006081	PRJDB9767		629502	DRS138495	SAMD00222797	simple	1280	Staphylococcus aureus	SAMD00222797							no					JUNTENDO	DRA010120		public	2386F4DC1D86C1548D8F86B5CDD1C2D9	B0CF20A94AB9D60D23F9236CA14C7D63		
DRX215541	DRR225256	2020-05-11 05:38:08	2020-05-11 06:12:10	22021677	4448378754	22021677	202	1641		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-25/DRR225256/DRR225256.1		RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina HiSeq 2500	DRP006081	PRJDB9767		629502	DRS138496	SAMD00222798	simple	1280	Staphylococcus aureus	SAMD00222798							no					JUNTENDO	DRA010120		public	D61FC8369C93B42F597072EFC1C68681	73B194F32E785A02A6B1B8F2F3CB64DF		
DRX215542	DRR225257	2020-05-11 05:38:08	2020-05-11 06:19:45	23743018	4796089636	23743018	202	1832		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-25/DRR225257/DRR225257.1		RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina HiSeq 2500	DRP006081	PRJDB9767		629502	DRS138497	SAMD00222799	simple	1280	Staphylococcus aureus	SAMD00222799							no					JUNTENDO	DRA010120		public	8142D60914E6BC298911DE50D7E2042C	BD9B58800B6447A3E447214829D5A1EA		
ERX1070879	ERR989621	2017-08-26 09:19:15	2021-10-31 13:47:17	24138333	1206916650	0	50	461		https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR989/ERR989621	Sample 1	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP011807	PRJEB10545		400742	ERS822208	SAMEA3515059	simple	158878	Staphylococcus aureus subsp. aureus Mu50	SAMEA104492817							no					Laboratory of Pharmaceutical Microbiology, Faculty of Pharmaceutical Sciences, Ghent University, Ghent, Belgium.	ERA472760		public	E517824843A025EF57A04B270E4450E6	68BC3421407F889A914878F778FC94E9		
ERX1070880	ERR989622	2017-08-26 09:19:15	2021-10-31 13:49:55	23464005	1173200250	0	50	450		https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR989/ERR989622	Sample 10	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP011807	PRJEB10545		400742	ERS822209	SAMEA3515060	simple	158878	Staphylococcus aureus subsp. aureus Mu50	SAMEA104492815							no					Laboratory of Pharmaceutical Microbiology, Faculty of Pharmaceutical Sciences, Ghent University, Ghent, Belgium.	ERA472760		public	1A9BC7D89F8BECA5199DC86B2A3E3F9D	13A1FCBE56E8BE7DCA2A75E885EC61E4		
ERX1070881	ERR989623	2017-08-26 09:19:15	2021-10-31 13:51:00	24576732	1228836600	0	50	471		https://sra-download.ncbi.nlm.nih.gov/traces/era20/ERR/ERR989/ERR989623	Sample 11	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP011807	PRJEB10545		400742	ERS822210	SAMEA3515061	simple	158878	Staphylococcus aureus subsp. aureus Mu50	SAMEA104492813							no					Laboratory of Pharmaceutical Microbiology, Faculty of Pharmaceutical Sciences, Ghent University, Ghent, Belgium.	ERA472760		public	9F266DBE900F630F57FCB8AEDD1DC204	3FA96AC73E46CD2A4E156D73347D75E4		
ERX1070882	ERR989624	2017-08-26 09:19:15	2021-10-31 13:44:24	22769687	1138484350	0	50	433		https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR989/ERR989624	Sample 12	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP011807	PRJEB10545		400742	ERS822211	SAMEA3515062	simple	158878	Staphylococcus aureus subsp. aureus Mu50	SAMEA104492820							no					Laboratory of Pharmaceutical Microbiology, Faculty of Pharmaceutical Sciences, Ghent University, Ghent, Belgium.	ERA472760		public	4697B94494BE3231DC30B7F78DE6DBB3	36B2D17E06A8CC398FE723DE55B177A2		
ERX1070883	ERR989625	2017-08-26 09:19:16	2021-10-31 16:39:15	25634663	1281733150	0	50	490		https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR989/ERR989625	Sample 2	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP011807	PRJEB10545		400742	ERS822212	SAMEA3515063	simple	158878	Staphylococcus aureus subsp. aureus Mu50	SAMEA104492819							no					Laboratory of Pharmaceutical Microbiology, Faculty of Pharmaceutical Sciences, Ghent University, Ghent, Belgium.	ERA472760		public	C957DA058454B269837C2B23AFEE2E87	6C3E153931B6FEA21BE22E63E576EAF5		
ERX1070884	ERR989626	2017-08-26 09:19:16	2021-10-31 14:41:48	25571640	1278582000	0	50	488		https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR989/ERR989626	Sample 3	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP011807	PRJEB10545		400742	ERS822213	SAMEA3515064	simple	158878	Staphylococcus aureus subsp. aureus Mu50	SAMEA104492812							no					Laboratory of Pharmaceutical Microbiology, Faculty of Pharmaceutical Sciences, Ghent University, Ghent, Belgium.	ERA472760		public	C835BCD5E22D314A8E37DC3686146666	BB13E522E1B8467FB30FDABE072F65A7		
ERX1070885	ERR989627	2017-08-26 09:19:16	2021-10-31 14:58:06	26268555	1313427750	0	50	501		https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR989/ERR989627	Sample 4	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP011807	PRJEB10545		400742	ERS822214	SAMEA3515065	simple	158878	Staphylococcus aureus subsp. aureus Mu50	SAMEA104492814							no					Laboratory of Pharmaceutical Microbiology, Faculty of Pharmaceutical Sciences, Ghent University, Ghent, Belgium.	ERA472760		public	ABF59D1371DC7CEF76B86327336DC99C	DEB9AE34DDE033811E0A99F6232EA1B4		
ERX1070886	ERR989628	2017-08-26 09:19:16	2021-10-31 14:04:26	24098091	1204904550	0	50	461		https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR989/ERR989628	Sample 5	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP011807	PRJEB10545		400742	ERS822215	SAMEA3515066	simple	158878	Staphylococcus aureus subsp. aureus Mu50	SAMEA104492821							no					Laboratory of Pharmaceutical Microbiology, Faculty of Pharmaceutical Sciences, Ghent University, Ghent, Belgium.	ERA472760		public	59945756158AD9DB199734E61C9B7E05	634691976EA30D38639883BF2D137B03		
ERX1070887	ERR989629	2017-08-26 09:19:16	2021-10-31 14:52:48	28212637	1410631850	0	50	539		https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR989/ERR989629	Sample 6	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP011807	PRJEB10545		400742	ERS822216	SAMEA3515067	simple	158878	Staphylococcus aureus subsp. aureus Mu50	SAMEA104492810							no					Laboratory of Pharmaceutical Microbiology, Faculty of Pharmaceutical Sciences, Ghent University, Ghent, Belgium.	ERA472760		public	C9FC517ACE4225BBE70EA028BAB3CEF0	139CAEBCCFE4A7C6CB1982C3D6D0B79B		
