	BioProject	BioSample	Body_Site	Replicate	Title	Media	Condition	Growth Phase	Isolate	Growth Rate	OD-600	Genetic Changes; Name	NOTES	Reference	InsertDev	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	LibraryStrategy	Manual Strain	Unnamed: 23	Model	Platform	Project	ProjectID	ReleaseDate	Run	SRAStudy	Sample	ScientificName	Submission	TaxID	class_tax_id	species	species_tax_id	strain_tax_id	R1	R2	Swift	Treatment	full_name	passed_fastqc	passed_global_correlation	passed_number_replicates	passed_reads_mapped_to_CDS	passed_similar_replicates	condition_name	project_name	reference_condition	CenterName	ReferenceGenome	Notes	SRA ID	Biosample	GEO Series	GEO Sample	PMID
SRX1548042	PRJNA309838	SAMN04440797		1.0	Characterizing adaptation to stationary phase growth	TSB	Exponenetial	Exponenetial	TCH1516			WT		TCH1516	0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Ion Torrent PGM	ION_TORRENT		309838.0	5/18/2016 15:26	SRR3125968	SRP068930	SRS1264836	Staphylococcus aureus	SRA341950	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						False	False		True												
SRX1548043	PRJNA309838	SAMN04440798		1.0	Characterizing adaptation to stationary phase growth	TSB	Stationary	Stationary	TCH1516			WT		TCH1516	0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Ion Torrent PGM	ION_TORRENT		309838.0	5/18/2016 15:26	SRR3125967	SRP068930	SRS1264837	Staphylococcus aureus	SRA341950	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						False	False		False												
SRX2159155	PRJNA341717	SAMN05727820		1.0	TCH1516 Co-culture with P. aeruginosa		Biofilm	Biofilm	TCH1516			WT	TCH1516 Co-culture with P. aeruginosa; small=special protocol for small RNA retention	TCH1516	0.0	0.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		341717.0	9/17/2016 10:09	SRR4237918	SRP089686	SRS1688333	Staphylococcus aureus	SRA467720	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	False		False												
SRX2159156	PRJNA341717	SAMN05727820		2.0	TCH1516 Co-culture with P. aeruginosa		Biofilm	Biofilm	TCH1516			WT	TCH1516 Co-culture with P. aeruginosa; small=special protocol for small RNA retention	TCH1516	0.0	0.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		341717.0	9/17/2016 10:10	SRR4237898	SRP089686	SRS1688328	Staphylococcus aureus	SRA467720	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True												
SRX2159167	PRJNA341717	SAMN05727820		1.0	TCH1516 Co-culture with P. aeruginosa		Biofilm_small	Biofilm	TCH1516			WT	TCH1516 Co-culture with P. aeruginosa; small=special protocol for small RNA retention	TCH1516	0.0	0.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		341717.0	9/17/2016 10:11	SRR4237897	SRP089686	SRS1688328	Staphylococcus aureus	SRA467720	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True												
SRX2159172	PRJNA341717	SAMN05727820		2.0	TCH1516 Co-culture with P. aeruginosa		Biofilm_small	Biofilm	TCH1516			WT	TCH1516 Co-culture with P. aeruginosa; small=special protocol for small RNA retention	TCH1516	0.0	0.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		341717.0	9/17/2016 10:15	SRR4237909	SRP089686	SRS1688328	Staphylococcus aureus	SRA467720	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True												
SRX2159173	PRJNA341717	SAMN05727870		1.0	TCH1516 Co-culture with P. aeruginosa		Planktonic_control	Exponential	TCH1516			WT	TCH1516 Co-culture with P. aeruginosa; small=special protocol for small RNA retention	TCH1516	0.0	0.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		341717.0	9/17/2016 10:19	SRR4237914	SRP089686	SRS1688328	Staphylococcus aureus	SRA467720	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True												
SRX2159174	PRJNA341717	SAMN05727870		2.0	TCH1516 Co-culture with P. aeruginosa		Planktonic_control	Exponential	TCH1516			WT	TCH1516 Co-culture with P. aeruginosa; small=special protocol for small RNA retention	TCH1516	0.0	0.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		341717.0	3/9/2017 4:27	SRR4237915	SRP089686	SRS1688333	Staphylococcus aureus	SRA467720	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	False		False												
SRX2159175	PRJNA341717	SAMN05727870		1.0	TCH1516 Co-culture with P. aeruginosa		Planktonic_small	Exponential	TCH1516			WT	TCH1516 Co-culture with P. aeruginosa; small=special protocol for small RNA retention	TCH1516	0.0	0.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		341717.0	3/9/2017 4:27	SRR4237916	SRP089686	SRS1688333	Staphylococcus aureus	SRA467720	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	False		False												
SRX2159176	PRJNA341717	SAMN05727870		2.0	TCH1516 Co-culture with P. aeruginosa		Planktonic_small	Exponential	TCH1516			WT	TCH1516 Co-culture with P. aeruginosa; small=special protocol for small RNA retention	TCH1516	0.0	0.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		341717.0	3/9/2017 4:27	SRR4237917	SRP089686	SRS1688333	Staphylococcus aureus	SRA467720	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	False		False												
SRX2172547	PRJNA343254	SAMN05784983		1.0	 RNA Polymerase Stability and Transcriptional Specificity	TSB	Exponential	Exponential	TCH1516			WT	Mixed with others; double check: PMID: 27799328	TCH1516	0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Ion Torrent PGM	ION_TORRENT		343254.0	11/14/2016 16:21	SRR4252567	SRP090028	SRS1700224	Staphylococcus aureus	SRA472910	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						False	False		False												
SRX2172548	PRJNA343254	SAMN05784982		1.0	 RNA Polymerase Stability and Transcriptional Specificity	TSB	Exponential	Exponential	TCH1516			delta-rpoZ	Mixed with others; double check: PMID: 27799328	TCH1516	0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Ion Torrent PGM	ION_TORRENT		343254.0	11/14/2016 16:21	SRR4252566	SRP090028	SRS1700223	Staphylococcus aureus	SRA472910	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						False	False		False												
SRX2314409	PRJNA352052	SAMN05961011		1.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D3_HA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784178	SRP092401	SRS1771332	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314410	PRJNA352052	SAMN05961010		2.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D3_HA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784179	SRP092401	SRS1771333	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314411	PRJNA352052	SAMN05961009		1.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D15_CA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784180	SRP092401	SRS1771334	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314412	PRJNA352052	SAMN05961008		2.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D15_CA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784181	SRP092401	SRS1771335	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314413	PRJNA352052	SAMN05961007		1.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D17_HA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784182	SRP092401	SRS1771336	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314414	PRJNA352052	SAMN05961006		2.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D17_HA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784183	SRP092401	SRS1771337	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314415	PRJNA352052	SAMN05961005		1.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D22_HA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784184	SRP092401	SRS1771338	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314416	PRJNA352052	SAMN05961004		2.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D22_HA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784185	SRP092401	SRS1771339	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314417	PRJNA352052	SAMN05961003		1.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D29_CA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784186	SRP092401	SRS1771340	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314418	PRJNA352052	SAMN05961002		2.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D29_CA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784187	SRP092401	SRS1771341	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314419	PRJNA352052	SAMN05961001		1.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D30_HA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784188	SRP092401	SRS1771342	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314420	PRJNA352052	SAMN05961000		2.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D30_HA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784189	SRP092401	SRS1771344	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314421	PRJNA352052	SAMN05960999		1.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D32_CA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784190	SRP092401	SRS1771343	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314422	PRJNA352052	SAMN05960998		2.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D32_CA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784191	SRP092401	SRS1771345	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314423	PRJNA352052	SAMN05960997		1.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D37A_CA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784192	SRP092401	SRS1771346	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314424	PRJNA352052	SAMN05960996		2.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D37A_CA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784193	SRP092401	SRS1771347	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314425	PRJNA352052	SAMN05960995		1.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D53_HA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784194	SRP092401	SRS1771348	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314426	PRJNA352052	SAMN05960994		2.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D53_HA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784195	SRP092401	SRS1771349	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314427	PRJNA352052	SAMN05960993		1.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D61_CA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784196	SRP092401	SRS1771350	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314428	PRJNA352052	SAMN05960992		2.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D61_CA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784197	SRP092401	SRS1771351	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314429	PRJNA352052	SAMN05960991		1.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D66_HA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784198	SRP092401	SRS1771352	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314430	PRJNA352052	SAMN05960990		2.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D66_HA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784199	SRP092401	SRS1771353	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314431	PRJNA352052	SAMN05961036		1.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D69_CA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784200	SRP092401	SRS1771354	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314432	PRJNA352052	SAMN05961035		2.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Exponential	CI_D69_CA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784201	SRP092401	SRS1771355	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314433	PRJNA352052	SAMN05960989		1.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Stationary	CI_D3_HA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784202	SRP092401	SRS1771356	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314434	PRJNA352052	SAMN05961034		2.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Stationary	CI_D3_HA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784203	SRP092401	SRS1771357	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314435	PRJNA352052	SAMN05961029		1.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Stationary	CI_D15_CA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784204	SRP092401	SRS1771358	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314436	PRJNA352052	SAMN05961030		2.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Stationary	CI_D15_CA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784205	SRP092401	SRS1771359	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314437	PRJNA352052	SAMN05961033		1.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Stationary	CI_D17_HA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784206	SRP092401	SRS1771360	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314438	PRJNA352052	SAMN05961032		2.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Stationary	CI_D17_HA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784207	SRP092401	SRS1771361	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314439	PRJNA352052	SAMN05961031		1.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Stationary	CI_D22_HA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784208	SRP092401	SRS1771362	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314440	PRJNA352052	SAMN05961028		2.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Stationary	CI_D22_HA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784209	SRP092401	SRS1771363	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314441	PRJNA352052	SAMN05961027		1.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Stationary	CI_D29_CA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784210	SRP092401	SRS1771364	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314442	PRJNA352052	SAMN05961026		2.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Stationary	CI_D29_CA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784211	SRP092401	SRS1771365	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314443	PRJNA352052	SAMN05961025		1.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Stationary	CI_D30_HA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784212	SRP092401	SRS1771366	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
SRX2314444	PRJNA352052	SAMN05961024		2.0	Prolonged intra-neutrophil survival as an adaptive strategy in hospital environment			Stationary	CI_D30_HA			Clinical Isolate		TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		352052.0	11/3/2016 16:17	SRR4784213	SRP092401	SRS1771368	Staphylococcus aureus subsp. aureus USA300	SRA488100	367830.0	91061.0	Staphylococcus aureus	1280.0	367830.0						True	True		True												
