locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
USA300HOU_RS00800,capA,NC_010079.1,USA300HOU_0163,174055,174723,+,capsular polysaccharide type 5/8 biosynthesis protein CapA,Cell wall/membrane/envelope biogenesis,A0A0E0VKP3,Op113
USA300HOU_RS00805,USA300HOU_RS00805,NC_010079.1,USA300HOU_0164,174739,175425,+,tyrosine-protein kinase,"Cell cycle control, cell division, chromosome partitioning",A0A0H2WXD9,Op113
USA300HOU_RS00810,USA300HOU_RS00810,NC_010079.1,USA300HOU_0165,175428,176192,+,tyrosine-protein phosphatase,Carbohydrate transport and metabolism,A0A0H2WY20,Op113
USA300HOU_RS00815,USA300HOU_RS00815,NC_010079.1,,176212,178036,+,polysaccharide biosynthesis protein,Carbohydrate transport and metabolism,,Op113
USA300HOU_RS00820,USA300HOU_RS00820,NC_010079.1,USA300HOU_0167,178026,179054,+,polysaccharide biosynthesis protein,Cell wall/membrane/envelope biogenesis,A0A0H2XIR6,Op113
USA300HOU_RS00825,USA300HOU_RS00825,NC_010079.1,USA300HOU_0168,179067,180176,+,capsular polysaccharide biosynthesis protein CapF,Carbohydrate transport and metabolism,A0A0E1VLX7,Op113
USA300HOU_RS00830,wecB,NC_010079.1,,180180,181304,+,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),Carbohydrate transport and metabolism,,Op113
USA300HOU_RS00835,USA300HOU_RS00835,NC_010079.1,USA300HOU_0170,181307,181933,+,O-acetyltransferase,Function unknown,A0A0H2WY25,Op113
USA300HOU_RS00840,USA300HOU_RS00840,NC_010079.1,USA300HOU_0171,181938,183047,+,glycosyltransferase,Cell wall/membrane/envelope biogenesis,A0A0D6GK55,Op113
USA300HOU_RS00845,USA300HOU_RS00845,NC_010079.1,USA300HOU_0172,183061,184227,+,O-antigen ligase family protein,Cell wall/membrane/envelope biogenesis,A0A0D6GK39,Op113
USA300HOU_RS00850,USA300HOU_RS00850,NC_010079.1,USA300HOU_0173,184220,185425,+,capsular polysaccharide biosynthesis protein,Function unknown,A0A0D3Q3V4,Op113
USA300HOU_RS00855,USA300HOU_RS00855,NC_010079.1,USA300HOU_0174,185426,186631,+,glycosyltransferase family 4 protein,Cell wall/membrane/envelope biogenesis,A0A0D6GJV9,Op113
USA300HOU_RS00860,USA300HOU_RS00860,NC_010079.1,USA300HOU_0175,186642,187199,+,sugar transferase,Cell wall/membrane/envelope biogenesis,A0A0E0VLA2,Op113
USA300HOU_RS00865,capN,NC_010079.1,USA300HOU_0176,187199,188086,+,capsular polysaccharide type 5/8 biosynthesis epimerase CapN,Carbohydrate transport and metabolism,A0A0H2WXS0,Op113
USA300HOU_RS00870,USA300HOU_RS00870,NC_010079.1,USA300HOU_0177,188140,189402,+,nucleotide sugar dehydrogenase,Cell wall/membrane/envelope biogenesis,A0A0D6GHX8,Op114
USA300HOU_RS00875,wecB,NC_010079.1,USA300HOU_0178,189479,190624,+,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),Cell wall/membrane/envelope biogenesis,A0A2C9TW78,Op115
USA300HOU_RS00880,isdI,NC_010079.1,USA300HOU_0179,190689,191015,-,staphylobilin-forming heme oxygenase IsdI,Energy production and conversion,A0A0E1VP29,Op116
USA300HOU_RS00885,USA300HOU_RS00885,NC_010079.1,USA300HOU_0180,191022,191405,-,YbaN family protein,Function unknown,A0A0H2WXF4,Op116
USA300HOU_RS00890,USA300HOU_RS00890,NC_010079.1,USA300HOU_0181,191832,193319,+,aldehyde dehydrogenase family protein,Energy production and conversion,A0A0D6GJB8,Op117
USA300HOU_RS00895,USA300HOU_RS00895,NC_010079.1,USA300HOU_0182,193965,194924,+,cation transporter,Inorganic ion transport and metabolism,A0A0H2WY32,Op118
USA300HOU_RS00900,USA300HOU_RS00900,NC_010079.1,USA300HOU_0183,194986,195189,-,hypothetical protein,No COG annotation,A0A0E1VNQ4,Op119
USA300HOU_RS00905,USA300HOU_RS00905,NC_010079.1,USA300HOU_0184,195368,195880,+,DUF4242 domain-containing protein,Function unknown,A0A0E1VLK6,Op120
USA300HOU_RS00910,USA300HOU_RS00910,NC_010079.1,USA300HOU_0185,196222,196962,+,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A0H2XGQ8,Op121
USA300HOU_RS00915,USA300HOU_RS00915,NC_010079.1,USA300HOU_0186,196976,197950,+,ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,A0A0H2XJJ1,Op121
USA300HOU_RS00920,USA300HOU_RS00920,NC_010079.1,USA300HOU_0187,197947,198708,+,ABC transporter permease,Inorganic ion transport and metabolism,A0A0D6GJL4,Op121
USA300HOU_RS00925,USA300HOU_RS00925,NC_010079.1,,198721,199753,+,acyl-CoA/acyl-ACP dehydrogenase,Lipid transport and metabolism,,Op121
USA300HOU_RS00930,USA300HOU_RS00930,NC_010079.1,USA300HOU_0189,199970,200329,+,DUF2294 domain-containing protein,Function unknown,A0A0E0VMB3,Op122
USA300HOU_RS00935,USA300HOU_RS00935,NC_010079.1,USA300HOU_0190,200502,201527,+,NAD-dependent formate dehydrogenase,Energy production and conversion,A0A0H2WXT0,Op123
USA300HOU_RS00940,USA300HOU_RS00940,NC_010079.1,USA300HOU_0191,201913,203163,+,MFS transporter,Amino acid transport and metabolism,A0A0E1VW55,Op124
USA300HOU_RS00945,USA300HOU_RS00945,NC_010079.1,USA300HOU_0192,203610,210785,+,non-ribosomal peptide synthetase,"Secondary metabolites biosynthesis, transport, and catabolism",UPI0006626A4B,Op125
USA300HOU_RS00950,USA300HOU_RS00950,NC_010079.1,USA300HOU_0193,210798,211442,+,4'-phosphopantetheinyl transferase superfamily protein,Coenzyme transport and metabolism,A0A0E0VKS2,Op125
USA300HOU_RS00955,USA300HOU_RS00955,NC_010079.1,USA300HOU_0194,211770,212249,-,YagU family protein,Function unknown,A0A133PTH3,Op126
USA300HOU_RS00960,argB,NC_010079.1,USA300HOU_0195,212519,213283,-,acetylglutamate kinase,Amino acid transport and metabolism,A0A0D6GJ67,Op127
USA300HOU_RS00965,argJ,NC_010079.1,USA300HOU_0196,213299,214540,-,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ,Amino acid transport and metabolism,A0A0H2XJM9,Op127
USA300HOU_RS00970,USA300HOU_RS00970,NC_010079.1,USA300HOU_0197,214552,215583,-,N-acetyl-gamma-glutamyl-phosphate reductase,Amino acid transport and metabolism,A0A1J0J3G3,Op127
USA300HOU_RS00975,rocD,NC_010079.1,USA300HOU_0198,215622,216806,-,ornithine--oxo-acid transaminase,Amino acid transport and metabolism,A0A0H2XHG0,Op127
USA300HOU_RS00980,brnQ,NC_010079.1,USA300HOU_0199,217059,218414,-,branched-chain amino acid transport system II carrier protein,Amino acid transport and metabolism,A0A068A2A0,Op128
USA300HOU_RS00985,USA300HOU_RS00985,NC_010079.1,USA300HOU_0200,218690,219247,-,isochorismatase family protein,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0D6GIX1,Op129
USA300HOU_RS00990,USA300HOU_RS00990,NC_010079.1,USA300HOU_0201,219314,220954,-,alpha-keto acid decarboxylase family protein,Carbohydrate transport and metabolism,A0A0D6GJ33,Op130
USA300HOU_RS00995,USA300HOU_RS00995,NC_010079.1,USA300HOU_0202,221148,221249,+,hypothetical protein,No COG annotation,A0A0H2WXH0,Op131
USA300HOU_RS01000,USA300HOU_RS01000,NC_010079.1,USA300HOU_0203,221228,223273,-,PTS transporter subunit EIIC,Carbohydrate transport and metabolism,A0A1M3SHT7,Op132
USA300HOU_RS01005,USA300HOU_RS01005,NC_010079.1,USA300HOU_0204,223874,224914,+,DUF871 domain-containing protein,Function unknown,A0A133PT72,Op133
USA300HOU_RS01010,murQ,NC_010079.1,USA300HOU_0205,224914,225810,+,N-acetylmuramic acid 6-phosphate etherase,Carbohydrate transport and metabolism,A0A0E1XKH4,Op133
USA300HOU_RS01015,USA300HOU_RS01015,NC_010079.1,USA300HOU_0206,225822,227276,+,PTS transporter subunit EIIC,Carbohydrate transport and metabolism,A0A0H3KA42,Op133
USA300HOU_RS01020,USA300HOU_RS01020,NC_010079.1,USA300HOU_0207,227279,228154,+,MurR/RpiR family transcriptional regulator,Transcription,A0A0D1GPL9,Op133
USA300HOU_RS01025,USA300HOU_RS01025,NC_010079.1,,228348,228629,-,hypothetical protein,No COG annotation,A0A080V558,Op134
USA300HOU_RS01030,USA300HOU_RS01030,NC_010079.1,USA300HOU_0208,228842,231631,+,type I restriction endonuclease subunit R,"Replication, recombination and repair",A0A0D6GHP7,Op135
USA300HOU_RS01035,USA300HOU_RS01035,NC_010079.1,USA300HOU_0209,231836,232678,+,sce7726 family protein,No COG annotation,A0A0H2WYI0,Op136
USA300HOU_RS01040,USA300HOU_RS01040,NC_010079.1,USA300HOU_0210,232680,233603,+,sce7725 family protein,No COG annotation,A0A0D6GHM0,Op136
USA300HOU_RS01045,USA300HOU_RS01045,NC_010079.1,USA300HOU_0211,233590,234702,+,RES family NAD+ phosphorylase,No COG annotation,A0A0E7YMP8,Op136
USA300HOU_RS01050,USA300HOU_RS01050,NC_010079.1,USA300HOU_0212,234967,236559,-,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A0D6GGT8,Op137
USA300HOU_RS01055,USA300HOU_RS01055,NC_010079.1,USA300HOU_0213,236516,237994,+,ABC transporter permease,Amino acid transport and metabolism,A0A0H2XEQ5,Op138
USA300HOU_RS01060,USA300HOU_RS01060,NC_010079.1,USA300HOU_0214,238000,239163,+,ABC transporter permease,Amino acid transport and metabolism,A0A0D3Q3Y6,Op138
USA300HOU_RS01065,USA300HOU_RS01065,NC_010079.1,USA300HOU_0215,239180,240955,+,peptide ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A0D6GGQ7,Op138
USA300HOU_RS01070,ggt,NC_010079.1,USA300HOU_0216,240993,242999,+,gamma-glutamyltransferase,Amino acid transport and metabolism,A0A0E8H648,Op138
USA300HOU_RS01075,USA300HOU_RS01075,NC_010079.1,USA300HOU_0217,243297,244070,-,tandem-type lipoprotein,No COG annotation,A0A0H3KDK5,Op139
USA300HOU_RS01080,USA300HOU_RS01080,NC_010079.1,USA300HOU_0218,244260,244886,-,FMN-dependent NADH-azoreductase,Energy production and conversion,A0A2C9TWJ2,Op140
USA300HOU_RS01085,USA300HOU_RS01085,NC_010079.1,USA300HOU_0219,245095,245673,+,M23 family metallopeptidase,Cell wall/membrane/envelope biogenesis,A0A0H2WY55,Op141
USA300HOU_RS01090,ugpC,NC_010079.1,USA300HOU_0220,246056,247153,+,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC,Inorganic ion transport and metabolism,A0A0D1IFP4,Op142
USA300HOU_RS01095,USA300HOU_RS01095,NC_010079.1,USA300HOU_0221,247166,248437,+,extracellular solute-binding protein,Carbohydrate transport and metabolism,A0A0E0VM32,Op142
USA300HOU_RS01100,USA300HOU_RS01100,NC_010079.1,USA300HOU_0222,248440,249708,+,sugar ABC transporter permease,Inorganic ion transport and metabolism,A0A0H2WXL8,Op142
USA300HOU_RS01105,USA300HOU_RS01105,NC_010079.1,USA300HOU_0223,249710,250549,+,sugar ABC transporter permease,Carbohydrate transport and metabolism,A0A0H2WXI5,Op142
USA300HOU_RS01110,USA300HOU_RS01110,NC_010079.1,USA300HOU_0224,250623,251699,+,Gfo/Idh/MocA family oxidoreductase,Function unknown,A0A0D6GIE2,Op143
USA300HOU_RS01115,USA300HOU_RS01115,NC_010079.1,USA300HOU_0225,251724,252764,+,Gfo/Idh/MocA family oxidoreductase,Function unknown,A0A0E0VKL4,Op143
USA300HOU_RS01120,USA300HOU_RS01120,NC_010079.1,USA300HOU_0226,252819,253787,+,sugar phosphate isomerase/epimerase,Carbohydrate transport and metabolism,A0A0H2WYI9,Op144
USA300HOU_RS01125,USA300HOU_RS01125,NC_010079.1,USA300HOU_0228,254149,254643,-,isoprenylcysteine carboxyl methyltransferase family protein,Function unknown,A0A0H3JNG5,Op145
USA300HOU_RS01130,uhpT,NC_010079.1,USA300HOU_0229,254876,256255,+,hexose-6-phosphate:phosphate antiporter,Carbohydrate transport and metabolism,A0A0H2WXJ0,Op146
USA300HOU_RS01135,USA300HOU_RS01135,NC_010079.1,USA300HOU_0230,256614,257372,-,response regulator transcription factor,Transcription,A0A0H3K5S4,Op147
USA300HOU_RS01140,USA300HOU_RS01140,NC_010079.1,USA300HOU_0231,257365,258921,-,sensor histidine kinase,Signal transduction mechanisms,A0A0D3Q3U7,Op147
USA300HOU_RS01145,USA300HOU_RS01145,NC_010079.1,USA300HOU_0232,258918,259886,-,extracellular solute-binding protein,Inorganic ion transport and metabolism,A0A0H2WY65,Op147
USA300HOU_RS01150,pflB,NC_010079.1,USA300HOU_0233,260474,262723,+,formate C-acetyltransferase,Energy production and conversion,A0A0H3K6G9,Op148
USA300HOU_RS01155,pflA,NC_010079.1,USA300HOU_0234,262746,263501,+,pyruvate formate lyase-activating protein,Coenzyme transport and metabolism,A0A0D1EST2,Op148
USA300HOU_RS01165,USA300HOU_RS01165,NC_010079.1,USA300HOU_0236,263837,265600,+,glycerophosphoryl diester phosphodiesterase,Energy production and conversion,A0A0H2WYJ3,Op149
USA300HOU_RS01170,USA300HOU_RS01170,NC_010079.1,USA300HOU_0237,265764,266108,-,complement inhibitor SCIN family protein,No COG annotation,A0A0D6WBK1,Op150
USA300HOU_RS01175,coa,NC_010079.1,USA300HOU_0238,266298,268127,+,staphylocoagulase,No COG annotation,A0A0H2XHP9,Op151
USA300HOU_RS01180,USA300HOU_RS01180,NC_010079.1,USA300HOU_0239,268309,268416,-,hypothetical protein,No COG annotation,A0A2C9TVS3,Op152
USA300HOU_RS01190,USA300HOU_RS01190,NC_010079.1,USA300HOU_0240,268730,269914,-,thiolase family protein,Lipid transport and metabolism,A0A0H2WZZ9,Op153
USA300HOU_RS01195,USA300HOU_RS01195,NC_010079.1,USA300HOU_0241,269944,272205,-,3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein,Lipid transport and metabolism,A0A0H2WZW7,Op153
USA300HOU_RS01200,USA300HOU_RS01200,NC_010079.1,USA300HOU_0242,272391,273602,-,glutaryl-CoA dehydrogenase,Lipid transport and metabolism,A0A0H2X0U5,Op154
USA300HOU_RS01205,USA300HOU_RS01205,NC_010079.1,USA300HOU_0243,273714,275219,-,acyl--CoA ligase,Lipid transport and metabolism,A0A0H2X0A3,Op155
USA300HOU_RS01210,USA300HOU_RS01210,NC_010079.1,USA300HOU_0244,275245,276822,-,acyl CoA:acetate/3-ketoacid CoA transferase,Lipid transport and metabolism,A0A0E1VWB0,Op155
USA300HOU_RS01215,USA300HOU_RS01215,NC_010079.1,USA300HOU_0245,277263,278405,+,PrsW family intramembrane metalloprotease,Function unknown,A0A0H2X026,Op156
USA300HOU_RS01220,USA300HOU_RS01220,NC_010079.1,USA300HOU_0246,278719,280131,-,ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A2Y9TTU6,Op157
USA300HOU_RS01225,USA300HOU_RS01225,NC_010079.1,USA300HOU_0247,280392,280748,-,DUF488 domain-containing protein,Function unknown,A0A0D1HYP3,Op158
USA300HOU_RS01230,USA300HOU_RS01230,NC_010079.1,USA300HOU_0248,280905,281078,-,hypothetical protein,No COG annotation,A0A0H2X0A7,Op159
USA300HOU_RS01235,USA300HOU_RS01235,NC_010079.1,USA300HOU_0249,281104,282249,-,nitric oxide dioxygenase,Energy production and conversion,A0A0D6FS79,Op159
USA300HOU_RS01240,USA300HOU_RS01240,NC_010079.1,USA300HOU_0250,282404,282511,+,hypothetical protein,No COG annotation,A0A2C9TJL6,Op160
USA300HOU_RS01245,USA300HOU_RS01245,NC_010079.1,USA300HOU_0251,282822,283775,+,L-lactate dehydrogenase,Energy production and conversion,A0A0D6GGD0,Op161
USA300HOU_RS01255,USA300HOU_RS01255,NC_010079.1,USA300HOU_0252,284095,285624,-,PTS transporter subunit EIIC,Carbohydrate transport and metabolism,A0A0E1XA56,Op162
USA300HOU_RS01260,USA300HOU_RS01260,NC_010079.1,USA300HOU_0253,285986,286921,+,nucleoside hydrolase,Nucleotide transport and metabolism,A0A0H2X0V8,Op163
USA300HOU_RS01265,USA300HOU_RS01265,NC_010079.1,USA300HOU_0254,287031,287129,+,hypothetical protein,No COG annotation,A0A0H2X3L3,Op164
USA300HOU_RS01270,USA300HOU_RS01270,NC_010079.1,USA300HOU_0255,287260,289356,+,transcription antiterminator,Carbohydrate transport and metabolism,A0A0H2X0B1,Op165
USA300HOU_RS01275,USA300HOU_RS01275,NC_010079.1,USA300HOU_0256,289341,289808,+,PTS sugar transporter subunit IIA,Carbohydrate transport and metabolism,A0A0E1VLV8,Op165
USA300HOU_RS01280,USA300HOU_RS01280,NC_010079.1,USA300HOU_0257,289831,290109,+,PTS sugar transporter subunit IIB,Carbohydrate transport and metabolism,A0A077UF09,Op165
USA300HOU_RS01285,USA300HOU_RS01285,NC_010079.1,USA300HOU_0258,290336,291595,+,PTS galactitol transporter subunit IIC,Carbohydrate transport and metabolism,A0A0D6GHB5,Op166
USA300HOU_RS01290,USA300HOU_RS01290,NC_010079.1,USA300HOU_0259,291613,292668,+,zinc-binding dehydrogenase,Amino acid transport and metabolism,A0A2C9TWF1,Op166
USA300HOU_RS01295,USA300HOU_RS01295,NC_010079.1,USA300HOU_0260,292670,292816,+,hypothetical protein,No COG annotation,A0A0H2X1A3,Op166
USA300HOU_RS01300,USA300HOU_RS01300,NC_010079.1,USA300HOU_0261,292840,293883,+,galactitol-1-phosphate 5-dehydrogenase,Amino acid transport and metabolism,A0A0D6GH90,Op166
USA300HOU_RS01305,USA300HOU_RS01305,NC_010079.1,USA300HOU_0262,294411,295127,+,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,Lipid transport and metabolism,A0A0H3K5U5,Op167
USA300HOU_RS01310,USA300HOU_RS01310,NC_010079.1,USA300HOU_0263,295120,296145,+,alcohol dehydrogenase catalytic domain-containing protein,Amino acid transport and metabolism,A0A0D6GF93,Op167
USA300HOU_RS01315,USA300HOU_RS01315,NC_010079.1,USA300HOU_0264,296167,297861,+,CDP-glycerol glycerophosphotransferase family protein,Cell wall/membrane/envelope biogenesis,A0A0H2X0X1,Op168
USA300HOU_RS01320,USA300HOU_RS01320,NC_010079.1,USA300HOU_0265,298289,299458,+,CDP-glycerol--glycerophosphate glycerophosphotransferase,Cell wall/membrane/envelope biogenesis,A0A0D6GFY0,Op169
USA300HOU_RS01325,USA300HOU_RS01325,NC_010079.1,USA300HOU_0266,299734,300450,+,D-ribitol-5-phosphate cytidylyltransferase,Lipid transport and metabolism,A0A0D1G5D3,Op170
USA300HOU_RS01330,USA300HOU_RS01330,NC_010079.1,USA300HOU_0267,300443,301468,+,alcohol dehydrogenase catalytic domain-containing protein,Amino acid transport and metabolism,A0A0D1EYX3,Op170
USA300HOU_RS01335,USA300HOU_RS01335,NC_010079.1,USA300HOU_0268,301490,303178,+,CDP-glycerol glycerophosphotransferase family protein,Cell wall/membrane/envelope biogenesis,A0A0E0VLI8,Op170
USA300HOU_RS01340,USA300HOU_RS01340,NC_010079.1,USA300HOU_0269,303211,304935,+,glycosyltransferase family 2 protein,Cell wall/membrane/envelope biogenesis,A0A0D6GFT0,Op170
USA300HOU_RS01345,scdA,NC_010079.1,USA300HOU_0270,305075,305749,+,iron-sulfur cluster repair di-iron protein ScdA,"Cell cycle control, cell division, chromosome partitioning",A0A0D3Q3Y4,Op171
USA300HOU_RS01350,USA300HOU_RS01350,NC_010079.1,USA300HOU_0271,306011,307750,+,sensor histidine kinase,Signal transduction mechanisms,A0A0E1VW39,Op172
USA300HOU_RS01355,USA300HOU_RS01355,NC_010079.1,USA300HOU_0272,307753,308493,+,DNA-binding response regulator,Transcription,A0A0E1VLM6,Op172
USA300HOU_RS01360,lrgA,NC_010079.1,USA300HOU_0273,308606,309049,+,antiholin-like murein hydrolase modulator LrgA,Function unknown,A0A0E0VLJ4,Op173
USA300HOU_RS01365,lrgB,NC_010079.1,USA300HOU_0274,309042,309743,+,antiholin-like protein LrgB,Cell wall/membrane/envelope biogenesis,A0A0E0VKQ9,Op173
USA300HOU_RS01370,USA300HOU_RS01370,NC_010079.1,USA300HOU_0275,309851,310555,-,GntR family transcriptional regulator,Transcription,A0A0E0VL08,Op174
USA300HOU_RS01375,USA300HOU_RS01375,NC_010079.1,USA300HOU_0276,310704,311495,+,hypothetical protein,Carbohydrate transport and metabolism,A0A0H2XE58,Op175
USA300HOU_RS01380,USA300HOU_RS01380,NC_010079.1,USA300HOU_0277,311511,312947,+,6-phospho-beta-glucosidase,Carbohydrate transport and metabolism,A0A0D6GG52,Op175
USA300HOU_RS01390,USA300HOU_RS01390,NC_010079.1,USA300HOU_0279,313381,314142,-,class I SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0H2X048,Op176
USA300HOU_RS01395,USA300HOU_RS01395,NC_010079.1,,314161,314295,+,hypothetical protein,No COG annotation,A0A2C9TJG1,Op177
USA300HOU_RS01400,rbsK,NC_010079.1,USA300HOU_0280,314393,315307,-,ribokinase,Coenzyme transport and metabolism,A0A0D6GG32,Op178
USA300HOU_RS01405,rbsD,NC_010079.1,USA300HOU_0281,315335,315739,-,D-ribose pyranase,Carbohydrate transport and metabolism,A0A2C9TVV1,Op178
USA300HOU_RS01410,rbsU,NC_010079.1,USA300HOU_0282,315754,316635,-,ribose transporter RbsU,"Intracellular trafficking, secretion, and vesicular transport",A0A0E8H4P8,Op178
USA300HOU_RS01415,USA300HOU_RS01415,NC_010079.1,USA300HOU_0283,316867,317865,-,LacI family DNA-binding transcriptional regulator,Transcription,A0A0D3Q452,Op179
USA300HOU_RS15000,USA300HOU_RS15000,NC_010079.1,USA300HOU_0284,318016,318195,+,NADH dehydrogenase,No COG annotation,A0A0H2X0C0,Op180
USA300HOU_RS01425,USA300HOU_RS01425,NC_010079.1,USA300HOU_0285,318245,318637,+,hypothetical protein,No COG annotation,A0A0E1VNP2,Op181
USA300HOU_RS01430,USA300HOU_RS01430,NC_010079.1,,318883,319233,+,IS1182 family transposase,"Replication, recombination and repair",,Op182
USA300HOU_RS01435,USA300HOU_RS01435,NC_010079.1,USA300HOU_0287,319310,320686,-,MFS transporter,Inorganic ion transport and metabolism,A0A0H2X051,Op183
USA300HOU_RS01440,USA300HOU_RS01440,NC_010079.1,USA300HOU_0288,320920,321912,+,linear amide C-N hydrolase,Cell wall/membrane/envelope biogenesis,A0A0H2XHR9,Op184
USA300HOU_RS01445,lytM,NC_010079.1,USA300HOU_0289,322238,323188,+,glycine-glycine endopeptidase LytM,Cell wall/membrane/envelope biogenesis,A0A0H2XF37,Op185
USA300HOU_RS01450,USA300HOU_RS01450,NC_010079.1,USA300HOU_0290,323240,323899,-,ABC transporter ATP-binding protein,Defense mechanisms,A0A0H2X0Y7,Op186
USA300HOU_RS01455,USA300HOU_RS01455,NC_010079.1,USA300HOU_0291,323913,324833,-,ABC transporter permease,Defense mechanisms,A0A0D6GG82,Op186
USA300HOU_RS01460,USA300HOU_RS01460,NC_010079.1,USA300HOU_0292,324830,325996,-,ABC transporter permease,Function unknown,A0A0H2X1B8,Op186
USA300HOU_RS01465,USA300HOU_RS01465,NC_010079.1,USA300HOU_0293,326064,327587,-,hypothetical protein,No COG annotation,A0A0D3Q462,Op187
USA300HOU_RS01470,USA300HOU_RS01470,NC_010079.1,USA300HOU_0294,327858,328511,+,DUF5079 family protein,Function unknown,A0A0D6GFP6,Op188
